transaction_id,date,merchant,amount,category,payment_method,description
T00563,2026-03-09,Supermarket Fresh,1274.34,Groceries,Card,Groceries purchase at Supermarket Fresh
T00564,2026-03-09,Shell Fuel Station,2971.58,Transport,Card,Transport purchase at Shell Fuel Station
T00565,2026-03-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00566,2026-03-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00567,2026-03-10,Zomato Food Delivery,510.7,Dining,UPI,Dining purchase at Zomato Food Delivery
T00568,2026-03-10,Local Diner,292.11,Dining,UPI,Dining purchase at Local Diner
T00569,2026-03-10,Local Diner,660.52,Dining,UPI,Dining purchase at Local Diner
T00570,2026-03-11,Local Diner,393.15,Dining,UPI,Dining purchase at Local Diner
T00571,2026-03-11,City Electricity Board,3901.61,Utilities,UPI,Utilities purchase at City Electricity Board
T00572,2026-03-11,City Electricity Board,2415.4,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00573,2026-03-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00574,2026-03-12,BookMyShow,847.28,Entertainment,UPI,Entertainment purchase at BookMyShow
T00575,2026-03-12,StarCoffee Cafe,398.12,Dining,UPI,Dining purchase at StarCoffee Cafe
T00576,2026-03-12,City Electricity Board,3126.62,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00577,2026-03-12,Zomato Food Delivery,434.45,Dining,UPI,Dining purchase at Zomato Food Delivery
T00578,2026-03-13,TechStore Electronics,8100.57,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00579,2026-03-14,Swiggy Instamart,1414.38,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00580,2026-03-14,BookMyShow,788.3,Entertainment,UPI,Entertainment purchase at BookMyShow
T00581,2026-03-14,Supermarket Fresh,2639.47,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00582,2026-03-14,Swiggy Instamart,1896.82,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00583,2026-03-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00584,2026-03-15,StarCoffee Cafe,381.36,Dining,UPI,Dining purchase at StarCoffee Cafe
T00585,2026-03-16,Zomato Food Delivery,804.8,Dining,UPI,Dining purchase at Zomato Food Delivery
T00586,2026-03-16,Supermarket Fresh,799.76,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00587,2026-03-16,Supermarket Fresh,747.62,Groceries,Card,Groceries purchase at Supermarket Fresh
T00588,2026-03-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00589,2026-03-17,TechStore Electronics,4902.83,Shopping,Card,Shopping purchase at TechStore Electronics
T00590,2026-03-17,Swiggy Instamart,443.91,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00591,2026-03-17,TechStore Electronics,4778.15,Shopping,Card,Shopping purchase at TechStore Electronics
T00592,2026-03-18,NewsPlus,199.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00593,2026-03-18,Zomato Food Delivery,487.87,Dining,UPI,Dining purchase at Zomato Food Delivery
T00594,2026-03-18,PharmaCare Chemist,532.46,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00595,2026-03-19,BookMyShow,504.65,Entertainment,UPI,Entertainment purchase at BookMyShow
T00596,2026-03-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00597,2026-03-20,Local Diner,1141.21,Dining,UPI,Dining purchase at Local Diner
T00598,2026-03-21,Swiggy Instamart,671.19,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00599,2026-03-21,Shell Fuel Station,1445.27,Transport,Card,Transport purchase at Shell Fuel Station
T00600,2026-03-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00601,2026-03-22,Uber Rides,599.34,Transport,UPI,Transport purchase at Uber Rides
T00602,2026-03-22,StarCoffee Cafe,423.15,Dining,UPI,Dining purchase at StarCoffee Cafe
T00603,2026-03-22,PharmaCare Chemist,634.19,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00604,2026-03-22,Zomato Food Delivery,615.79,Dining,UPI,Dining purchase at Zomato Food Delivery
T00605,2026-03-23,BookMyShow,1080.52,Entertainment,UPI,Entertainment purchase at BookMyShow
T00606,2026-03-23,TechStore Electronics,6350.69,Shopping,Card,Shopping purchase at TechStore Electronics
T00607,2026-03-24,Uber Rides,268.37,Transport,UPI,Transport purchase at Uber Rides
T00608,2026-03-24,Supermarket Fresh,1486.82,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00609,2026-03-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00610,2026-03-25,Zomato Food Delivery,314.73,Dining,UPI,Dining purchase at Zomato Food Delivery
T00611,2026-03-25,StarCoffee Cafe,272.79,Dining,UPI,Dining purchase at StarCoffee Cafe
T00612,2026-03-25,Zomato Food Delivery,519.88,Dining,UPI,Dining purchase at Zomato Food Delivery
T00613,2026-03-25,Swiggy Instamart,306.85,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00614,2026-03-26,Water Works Dept,556.21,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00615,2026-03-27,Zomato Food Delivery,687.05,Dining,UPI,Dining purchase at Zomato Food Delivery
T00616,2026-03-27,Uber Rides,366.31,Transport,Card,Transport purchase at Uber Rides
T00617,2026-03-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00618,2026-03-28,Zomato Food Delivery,331.7,Dining,UPI,Dining purchase at Zomato Food Delivery
T00619,2026-03-29,TechStore Electronics,11249.49,Shopping,Card,Shopping purchase at TechStore Electronics
T00620,2026-03-29,TechStore Electronics,11396.06,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00621,2026-03-30,Local Diner,475.75,Dining,UPI,Dining purchase at Local Diner
T00622,2026-03-31,PharmaCare Chemist,568.18,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00623,2026-03-31,Zomato Food Delivery,687.92,Dining,UPI,Dining purchase at Zomato Food Delivery
T00624,2026-04-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00625,2026-04-01,PharmaCare Chemist,1044.23,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00626,2026-04-01,Swiggy Instamart,250.85,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00627,2026-04-02,Supermarket Fresh,3337.92,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00628,2026-04-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00629,2026-04-03,Swiggy Instamart,896.53,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00630,2026-04-03,Water Works Dept,788.95,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00631,2026-04-04,Water Works Dept,434.68,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00632,2026-04-04,Local Diner,771.58,Dining,UPI,Dining purchase at Local Diner
T00633,2026-04-04,Uber Rides,369.8,Transport,UPI,Transport purchase at Uber Rides
T00634,2026-04-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00635,2026-04-05,Shell Fuel Station,1880.39,Transport,Card,Transport purchase at Shell Fuel Station
T00636,2026-04-05,TechStore Electronics,10407.08,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00637,2026-04-05,BookMyShow,1386.83,Entertainment,UPI,Entertainment purchase at BookMyShow
T00638,2026-04-05,City Electricity Board,1853.07,Utilities,UPI,Utilities purchase at City Electricity Board
T00639,2026-04-06,TechStore Electronics,3279.99,Shopping,Card,Shopping purchase at TechStore Electronics
T00640,2026-04-07,Water Works Dept,436.36,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00641,2026-04-07,Supermarket Fresh,1264.17,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00642,2026-04-07,Swiggy Instamart,899.19,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00643,2026-04-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00644,2026-04-08,Swiggy Instamart,1420.34,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00645,2026-04-08,Uber Rides,399.13,Transport,UPI,Transport purchase at Uber Rides
T00646,2026-04-08,Water Works Dept,783.49,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00647,2026-04-09,StarCoffee Cafe,463.57,Dining,UPI,Dining purchase at StarCoffee Cafe
T00648,2026-04-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00649,2026-04-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00650,2026-04-10,Shell Fuel Station,2366.69,Transport,Card,Transport purchase at Shell Fuel Station
T00651,2026-04-10,Supermarket Fresh,1236.27,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00652,2026-04-11,Zomato Food Delivery,225.97,Dining,UPI,Dining purchase at Zomato Food Delivery
T00653,2026-04-11,City Electricity Board,1861.62,Utilities,UPI,Utilities purchase at City Electricity Board
T00654,2026-04-11,BookMyShow,702.36,Entertainment,UPI,Entertainment purchase at BookMyShow
T00655,2026-04-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00656,2026-04-12,Supermarket Fresh,1611.83,Groceries,Card,Groceries purchase at Supermarket Fresh
T00657,2026-04-12,TechStore Electronics,6862.06,Shopping,Card,Shopping purchase at TechStore Electronics
T00658,2026-04-12,City Electricity Board,2861.49,Utilities,UPI,Utilities purchase at City Electricity Board
T00659,2026-04-13,Uber Rides,637.54,Transport,UPI,Transport purchase at Uber Rides
T00660,2026-04-14,TechStore Electronics,6915.07,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00661,2026-04-14,Uber Rides,249.53,Transport,UPI,Transport purchase at Uber Rides
T00662,2026-04-14,Zomato Food Delivery,249.39,Dining,UPI,Dining purchase at Zomato Food Delivery
T00663,2026-04-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00664,2026-04-15,BookMyShow,666.34,Entertainment,UPI,Entertainment purchase at BookMyShow
T00665,2026-04-15,Zomato Food Delivery,553.6,Dining,UPI,Dining purchase at Zomato Food Delivery
T00666,2026-04-16,Swiggy Instamart,727.87,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00667,2026-04-16,Swiggy Instamart,1451.63,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00668,2026-04-16,Swiggy Instamart,758.56,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00669,2026-04-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00670,2026-04-17,Water Works Dept,748.66,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00671,2026-04-17,TechStore Electronics,8248.77,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00672,2026-04-17,Swiggy Instamart,709.21,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00673,2026-04-18,NewsPlus,199.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00674,2026-04-18,Local Diner,1362.13,Dining,UPI,Dining purchase at Local Diner
T00675,2026-04-18,BookMyShow,356.49,Entertainment,UPI,Entertainment purchase at BookMyShow
T00676,2026-04-18,Uber Rides,412.12,Transport,UPI,Transport purchase at Uber Rides
T00677,2026-04-18,Uber Rides,560.83,Transport,Card,Transport purchase at Uber Rides
T00678,2026-04-19,Swiggy Instamart,1810.91,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00679,2026-04-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00680,2026-04-20,Supermarket Fresh,1739.27,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00681,2026-04-20,Uber Rides,356.48,Transport,Card,Transport purchase at Uber Rides
T00682,2026-04-21,Zomato Food Delivery,785.73,Dining,UPI,Dining purchase at Zomato Food Delivery
T00683,2026-04-21,BookMyShow,1100.14,Entertainment,UPI,Entertainment purchase at BookMyShow
T00684,2026-04-21,Zomato Food Delivery,371.36,Dining,UPI,Dining purchase at Zomato Food Delivery
T00685,2026-04-21,PharmaCare Chemist,827.99,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00686,2026-04-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00687,2026-04-22,Uber Rides,379.83,Transport,UPI,Transport purchase at Uber Rides
T00688,2026-04-22,Zomato Food Delivery,478.63,Dining,UPI,Dining purchase at Zomato Food Delivery
T00689,2026-04-22,Swiggy Instamart,1012.79,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00690,2026-04-23,Zomato Food Delivery,437.9,Dining,UPI,Dining purchase at Zomato Food Delivery
T00691,2026-04-23,Local Diner,1060.64,Dining,UPI,Dining purchase at Local Diner
T00692,2026-04-23,TechStore Electronics,6017.74,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00693,2026-04-24,StarCoffee Cafe,352.04,Dining,UPI,Dining purchase at StarCoffee Cafe
T00694,2026-04-24,City Electricity Board,3709.62,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00695,2026-04-24,Local Diner,298.38,Dining,UPI,Dining purchase at Local Diner
T00696,2026-04-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00697,2026-04-25,Water Works Dept,660.78,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00698,2026-04-25,Shell Fuel Station,1604.14,Transport,Card,Transport purchase at Shell Fuel Station
T00699,2026-04-25,Zomato Food Delivery,728.21,Dining,UPI,Dining purchase at Zomato Food Delivery
T00700,2026-04-26,Swiggy Instamart,1454.33,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00701,2026-04-27,Supermarket Fresh,2459.98,Groceries,Card,Groceries purchase at Supermarket Fresh
T00702,2026-04-27,PharmaCare Chemist,464.6,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00703,2026-04-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00704,2026-04-28,TechStore Electronics,8749.62,Shopping,Card,Shopping purchase at TechStore Electronics
T00705,2026-04-28,PharmaCare Chemist,1260.73,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00706,2026-04-28,Zomato Food Delivery,933.87,Dining,UPI,Dining purchase at Zomato Food Delivery
T00707,2026-04-28,City Electricity Board,3262.81,Utilities,UPI,Utilities purchase at City Electricity Board
T00708,2026-04-29,PharmaCare Chemist,415.19,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00709,2026-04-29,TechStore Electronics,3782.28,Shopping,Card,Shopping purchase at TechStore Electronics
T00710,2026-04-29,StarCoffee Cafe,375.69,Dining,UPI,Dining purchase at StarCoffee Cafe
T00711,2026-04-29,Zomato Food Delivery,759.24,Dining,UPI,Dining purchase at Zomato Food Delivery
T00712,2026-04-30,City Electricity Board,3882.06,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00713,2026-04-30,Supermarket Fresh,3491.09,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00714,2026-05-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00715,2026-05-01,Uber Rides,618.3,Transport,UPI,Transport purchase at Uber Rides
T00716,2026-05-01,Supermarket Fresh,379.19,Groceries,Card,Groceries purchase at Supermarket Fresh
T00717,2026-05-01,TechStore Electronics,3772.46,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00718,2026-05-01,Uber Rides,575.53,Transport,UPI,Transport purchase at Uber Rides
T00719,2026-05-02,Shell Fuel Station,2817.63,Transport,Card,Transport purchase at Shell Fuel Station
T00720,2026-05-02,Uber Rides,515.56,Transport,UPI,Transport purchase at Uber Rides
T00721,2026-05-02,BookMyShow,504.82,Entertainment,UPI,Entertainment purchase at BookMyShow
T00722,2026-05-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00723,2026-05-03,Swiggy Instamart,1339.97,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00724,2026-05-03,Uber Rides,455.48,Transport,UPI,Transport purchase at Uber Rides
T00725,2026-05-03,City Electricity Board,2891.26,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00726,2026-05-04,PharmaCare Chemist,261.17,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00727,2026-05-04,Water Works Dept,477.98,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00728,2026-05-04,Supermarket Fresh,1171.47,Groceries,Card,Groceries purchase at Supermarket Fresh
T00729,2026-05-04,Water Works Dept,714.57,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00730,2026-05-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00731,2026-05-05,Swiggy Instamart,1423.36,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00732,2026-05-05,Local Diner,1001.74,Dining,UPI,Dining purchase at Local Diner
T00733,2026-05-05,Supermarket Fresh,2453.53,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00734,2026-05-06,Uber Rides,352.71,Transport,UPI,Transport purchase at Uber Rides
T00735,2026-05-06,BookMyShow,429.16,Entertainment,UPI,Entertainment purchase at BookMyShow
T00736,2026-05-06,TechStore Electronics,7568.19,Shopping,Card,Shopping purchase at TechStore Electronics
T00737,2026-05-07,Water Works Dept,384.25,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00738,2026-05-07,City Electricity Board,3395.24,Utilities,UPI,Utilities purchase at City Electricity Board
T00739,2026-05-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00740,2026-05-08,Shell Fuel Station,2560.68,Transport,Card,Transport purchase at Shell Fuel Station
T00741,2026-05-08,Zomato Food Delivery,546.13,Dining,UPI,Dining purchase at Zomato Food Delivery
T00742,2026-05-09,Swiggy Instamart,373.0,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00743,2026-05-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00744,2026-05-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00745,2026-05-10,Uber Rides,314.06,Transport,UPI,Transport purchase at Uber Rides
T00746,2026-05-10,StarCoffee Cafe,384.09,Dining,UPI,Dining purchase at StarCoffee Cafe
T00747,2026-05-11,Zomato Food Delivery,545.2,Dining,UPI,Dining purchase at Zomato Food Delivery
T00748,2026-05-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00749,2026-05-12,Uber Rides,406.62,Transport,UPI,Transport purchase at Uber Rides
T00750,2026-05-12,Swiggy Instamart,279.31,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00751,2026-05-12,PharmaCare Chemist,1314.23,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00752,2026-05-12,City Electricity Board,2187.03,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00753,2026-05-13,Swiggy Instamart,305.61,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00754,2026-05-13,TechStore Electronics,8554.43,Shopping,Card,Shopping purchase at TechStore Electronics
T00755,2026-05-14,Water Works Dept,317.45,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00756,2026-05-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00757,2026-05-15,Uber Rides,532.91,Transport,UPI,Transport purchase at Uber Rides
T00758,2026-05-15,TechStore Electronics,11917.85,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00759,2026-05-16,City Electricity Board,2514.24,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00760,2026-05-16,PharmaCare Chemist,1393.22,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00761,2026-05-16,Uber Rides,646.42,Transport,UPI,Transport purchase at Uber Rides
T00762,2026-05-16,Zomato Food Delivery,312.96,Dining,UPI,Dining purchase at Zomato Food Delivery
T00763,2026-05-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00764,2026-05-17,Supermarket Fresh,3432.25,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00765,2026-05-18,NewsPlus,249.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00766,2026-05-18,Zomato Food Delivery,496.87,Dining,UPI,Dining purchase at Zomato Food Delivery
T00767,2026-05-18,Shell Fuel Station,2121.25,Transport,Card,Transport purchase at Shell Fuel Station
T00768,2026-05-18,Local Diner,466.75,Dining,UPI,Dining purchase at Local Diner
T00769,2026-05-18,Supermarket Fresh,2899.86,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00770,2026-05-19,Shell Fuel Station,1612.16,Transport,Card,Transport purchase at Shell Fuel Station
T00771,2026-05-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00772,2026-05-20,Water Works Dept,628.78,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00773,2026-05-21,BookMyShow,348.66,Entertainment,UPI,Entertainment purchase at BookMyShow
T00774,2026-05-21,Shell Fuel Station,2279.52,Transport,Card,Transport purchase at Shell Fuel Station
T00775,2026-05-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00776,2026-05-22,Zomato Food Delivery,945.24,Dining,UPI,Dining purchase at Zomato Food Delivery
T00777,2026-05-22,BookMyShow,933.72,Entertainment,UPI,Entertainment purchase at BookMyShow
T00778,2026-05-23,Local Diner,1257.7,Dining,UPI,Dining purchase at Local Diner
T00779,2026-05-23,City Electricity Board,2311.35,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00780,2026-05-24,PharmaCare Chemist,1124.55,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00781,2026-05-24,Supermarket Fresh,3412.71,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00782,2026-05-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00783,2026-05-25,BookMyShow,757.96,Entertainment,UPI,Entertainment purchase at BookMyShow
T00784,2026-05-25,Local Diner,682.93,Dining,UPI,Dining purchase at Local Diner
T00785,2026-05-25,Shell Fuel Station,2898.68,Transport,Card,Transport purchase at Shell Fuel Station
T00786,2026-05-26,Water Works Dept,803.11,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00787,2026-05-26,City Electricity Board,3004.67,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00788,2026-05-27,Shell Fuel Station,1709.99,Transport,Card,Transport purchase at Shell Fuel Station
T00789,2026-05-27,PharmaCare Chemist,237.02,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00790,2026-05-27,TechStore Electronics,1563.34,Shopping,Card,Shopping purchase at TechStore Electronics
T00791,2026-05-27,Supermarket Fresh,1195.65,Groceries,Card,Groceries purchase at Supermarket Fresh
T00792,2026-05-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00793,2026-05-28,Shell Fuel Station,2809.3,Transport,Card,Transport purchase at Shell Fuel Station
T00794,2026-05-29,Shell Fuel Station,2938.95,Transport,Card,Transport purchase at Shell Fuel Station
T00795,2026-05-29,Local Diner,1350.57,Dining,UPI,Dining purchase at Local Diner
T00796,2026-05-29,Shell Fuel Station,3074.32,Transport,Card,Transport purchase at Shell Fuel Station
T00797,2026-05-29,BookMyShow,1399.53,Entertainment,UPI,Entertainment purchase at BookMyShow
T00798,2026-05-30,BookMyShow,964.84,Entertainment,UPI,Entertainment purchase at BookMyShow
T00799,2026-05-30,City Electricity Board,3970.84,Utilities,UPI,Utilities purchase at City Electricity Board
T00800,2026-05-31,City Electricity Board,2758.88,Utilities,UPI,Utilities purchase at City Electricity Board
T00801,2026-05-31,Local Diner,550.8,Dining,UPI,Dining purchase at Local Diner
T00802,2026-05-31,Water Works Dept,354.23,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00803,2026-06-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00804,2026-06-01,Shell Fuel Station,1941.41,Transport,Card,Transport purchase at Shell Fuel Station
T00805,2026-06-01,Supermarket Fresh,2121.95,Groceries,Card,Groceries purchase at Supermarket Fresh
T00806,2026-06-01,BookMyShow,460.51,Entertainment,UPI,Entertainment purchase at BookMyShow
T00807,2026-06-02,Local Diner,425.27,Dining,UPI,Dining purchase at Local Diner
T00808,2026-06-02,Shell Fuel Station,1959.68,Transport,Card,Transport purchase at Shell Fuel Station
T00809,2026-06-02,Water Works Dept,602.85,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00810,2026-06-02,Local Diner,1127.86,Dining,UPI,Dining purchase at Local Diner
T00811,2026-06-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00812,2026-06-03,Water Works Dept,392.53,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00813,2026-06-03,Uber Rides,219.98,Transport,UPI,Transport purchase at Uber Rides
T00814,2026-06-03,Uber Rides,608.45,Transport,Card,Transport purchase at Uber Rides
T00815,2026-06-03,Zomato Food Delivery,244.69,Dining,UPI,Dining purchase at Zomato Food Delivery
T00816,2026-06-04,Supermarket Fresh,1649.04,Groceries,Card,Groceries purchase at Supermarket Fresh
T00817,2026-06-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00818,2026-06-05,BookMyShow,466.13,Entertainment,UPI,Entertainment purchase at BookMyShow
T00819,2026-06-06,TechStore Electronics,1195.18,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00820,2026-06-06,PharmaCare Chemist,842.02,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00821,2026-06-06,Zomato Food Delivery,622.7,Dining,UPI,Dining purchase at Zomato Food Delivery
T00822,2026-06-06,Supermarket Fresh,2017.67,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00823,2026-06-07,Supermarket Fresh,1931.98,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00824,2026-06-07,Uber Rides,203.51,Transport,Card,Transport purchase at Uber Rides
T00825,2026-06-07,Zomato Food Delivery,328.7,Dining,UPI,Dining purchase at Zomato Food Delivery
T00826,2026-06-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00827,2026-06-08,TechStore Electronics,3574.23,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00828,2026-06-08,StarCoffee Cafe,291.92,Dining,UPI,Dining purchase at StarCoffee Cafe
T00829,2026-06-08,Water Works Dept,610.75,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00830,2026-06-09,PharmaCare Chemist,1345.53,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00831,2026-06-09,PharmaCare Chemist,1587.68,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00832,2026-06-09,StarCoffee Cafe,301.58,Dining,UPI,Dining purchase at StarCoffee Cafe
T00833,2026-06-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00834,2026-06-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00835,2026-06-10,Supermarket Fresh,2355.76,Groceries,Card,Groceries purchase at Supermarket Fresh
T00836,2026-06-10,StarCoffee Cafe,329.96,Dining,UPI,Dining purchase at StarCoffee Cafe
T00837,2026-06-10,PharmaCare Chemist,1280.88,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00838,2026-06-10,Zomato Food Delivery,890.98,Dining,UPI,Dining purchase at Zomato Food Delivery
T00839,2026-06-11,BookMyShow,1276.31,Entertainment,UPI,Entertainment purchase at BookMyShow
T00840,2026-06-11,Local Diner,303.55,Dining,UPI,Dining purchase at Local Diner
T00841,2026-06-12,Netflix,799.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00842,2026-06-12,Zomato Food Delivery,631.36,Dining,UPI,Dining purchase at Zomato Food Delivery
T00843,2026-06-12,Uber Rides,614.38,Transport,UPI,Transport purchase at Uber Rides
T00844,2026-06-12,Supermarket Fresh,3378.63,Groceries,Card,Groceries purchase at Supermarket Fresh
